place_id,place_name,city,area,address,place_type,cuisine_focus,local_food_strength,dietary_strength,price_band_lkr,rating,review_count,opening_hours,phone,signature_or_recommended_dishes,best_for,source_type,source_url,verified_date,confidence
ELA-P011,The Clay Pot Ella,Ella,Ella,"Wamullahena Rd, Ella 90090",Restaurant,Local / mixed,High,Mixed,"Rs 2,000–3,000",4.9,1719.0,12:00-22:30,+94 77 652 9787,Clay-pot / Sri Lankan-style meals,"local-food,dinner",Current business listing,https://www.google.com/maps/search/?api=1&query=The+Clay+Pot+Ella+Ella+Sri+Lanka,2026-08-11,0.94
ELA-P012,River Face Restaurant-Ella,Ella,Kithal Ella,"Kithal Ella Railways, Station Road, Ella",Restaurant,Local / mixed,High,Mixed,"Rs 1,000–2,000",5.0,507.0,08:30-21:00 approx.,+94 78 391 7234,Sri Lankan-style meals,"quiet,local-area,budget",Current business listing,https://www.google.com/maps/search/?api=1&query=River+Face+Restaurant+Ella+Ella+Sri+Lanka,2026-08-11,0.94
ELA-P013,Cafe Green Leaf Restaurant Ella,Ella,Kithal Ella / Medapathana,"Abagahawaththa, Medapathana, Kithalella, Ella 90090",Restaurant,Local / mixed,High,Mixed,"Rs 1,000–2,000",4.9,170.0,Variable; some days 24h,+94 75 708 8080,Sri Lankan-style meals,"local-area,budget",Current business listing,https://www.google.com/maps/search/?api=1&query=Cafe+Green+Leaf+Restaurant+Ella+Ella+Sri+Lanka,2026-08-11,0.91
ELA-P014,Wild Cafe Ella,Ella,Main Street,"62 Main Street, Ella 90090",Restaurant,Mixed / cafe,Medium,Mixed,"Rs 1,000–2,000",4.9,778.0,09:00-22:00,+94 70 202 8637,Cafe meals; local options,"cafe,central-location",Current business listing,https://www.google.com/maps/search/?api=1&query=Wild+Cafe+Ella+Ella+Sri+Lanka,2026-08-11,0.9
ELA-P015,Dosa Café Ella,Ella,Wellawaya Road,"94 B-1, First Floor, Wellawaya Road, Ella 90090",Restaurant,Dosa / South Indian,Medium,Strong vegetarian potential,"Rs 1,000–2,000",4.5,469.0,09:00-22:30,+94 76 541 6542,Dosa / vegetarian dishes,"vegetarian,budget",Current business listing,https://www.google.com/maps/search/?api=1&query=Dosa+Cafe+Ella+Ella+Sri+Lanka,2026-08-11,0.95
ELA-P016,Cafe Samsara,Ella,Ella town,"Police Station Rd, Ella 90090",Restaurant,Mixed / cafe,Medium,Mixed,"Rs 2,000–3,000",4.8,2058.0,09:30-23:00,+94 71 292 4507,"Mixed dishes, cafe meals","cafe,dinner,groups",Current business listing,https://www.google.com/maps/search/?api=1&query=Cafe+Samsara+Ella+Ella+Sri+Lanka,2026-08-11,0.9
ELA-P017,The True Food Restaurant Ella,Ella,Wellawaya Road,"98 Wallawaya Road, Ella, Sri Lanka",Indian restaurant,Indian / mixed,Medium,Vegetarian options expected but certification not verified,"Rs 2,000–3,000",4.6,799.0,10:00-23:00,+94 76 625 2876,Indian dishes,"groups,non-local-option",Current business listing,https://www.google.com/maps/search/?api=1&query=The+True+Food+Restaurant+Ella+Ella+Sri+Lanka,2026-08-11,0.92
ELA-P018,"Little Restaurant, Ella",Ella,Ella town,"Ella, Sri Lanka",Restaurant,Local / mixed,High,Mixed,"Rs 1,000–2,000",4.9,1437.0,06:30-21:30 (some days not listed),+94 71 994 8936,Breakfast; Sri Lankan-style meals,"budget,breakfast",Current business listing,https://www.google.com/maps/search/?api=1&query=Little+Restaurant+Ella+Ella+Sri+Lanka,2026-08-11,0.93
ELA-P019,Green Door Ella,Ella,Passara Road,"03rd Mile Post, Passara Road, Ella",Cafe / restaurant,Wholesome / contemporary,Medium,Mixed / wholesome positioning,Not listed,,,08:00-21:00,+94 77 776 0744,Wholesome culinary menu; local ingredients context,"cafe,breakfast,wellness",Official website,https://thegreendoor.lk/,2026-08-11,0.99
ELA-P020,Ella Spice Garden,Ella,Lizzie Villa Road,"Lizzie Villa Road, Ella, Sri Lanka",Cooking experience / dinner,Sri Lankan,Very High,Menu varies,US$30 experience,,,Dinner starts 16:30,+94 77 776 8532,Sri Lankan cooking experience and dinner,"cooking-class,cultural-experience",Official website,https://ellaspicegarden.com/,2026-08-11,0.99
ELA-P021,Ella Flower Garden Resort Restaurant,Ella,Passara Road,"3rd Mile Post, Passara Rd, Ella",Hotel restaurant,Sri Lankan + international,High,Mixed,Not listed,,,Verify current hours,+94 57 205 0480,Sri Lankan cuisine plus international meals,"hotel-dining,views",Official website,https://www.ellaflowergardenresort.com/restaurant,2026-08-11,0.99
ELA-P022,Ceylon Tea Center Ella,Ella,Main Street,"10 Main Street, Ella 90090",Tea center / restaurant,Sri Lankan,High,Vegetarian friendly,Not listed,,,08:00-21:00,+94 71 992 2935,Sri Lankan breakfast/lunch; tea,"tea,breakfast,vegetarian",Review listing,https://www.tripadvisor.com/Restaurant_Review-g616035-d8407507-Reviews-Ceylon_Tea_Center_Ella-Ella_Uva_Province.html,2026-08-11,0.94
ELA-P023,Little Folly,Ella,Ella,"Little Folly / Hidden Wood Cabins area, Ella",Vegetarian eatery,Vegetarian / vegan-friendly Sri Lankan,High,100% vegetarian reported; vegan suitable dishes,Budget signal,,,Verify current hours,Not listed,"Curry, dhal, roti, soup, fresh juices","vegan,vegetarian,quiet",Independent vegan travel guide,https://www.thewanderfulme.com/best-vegan-food-in-ella-sri-lanka/,2026-08-11,0.82
